id;codigo;nomoficial;alt_izqini;alt_izqfin;alt_derini;alt_derfin;nomanter;tipo_c;observa;bicisenda;lado_ciclo;recorrid_x;ciclo_obse;st_asgeojson
5127;12107;DEL LIBERTADOR AV.;2002;2100;2001;2099;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.4016537800827,-34.5820061605135],[-58.4024872509809,-34.5817372676956]]]}
5136;12107;DEL LIBERTADOR AV.;0;0;0;0;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.401531475918,-34.582045607945],[-58.4016537800827,-34.5820061605135]]]}
5146;12168;LA PAMPA;5402;5500;5401;5499;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4841209058026,-34.5821085652494],[-58.4831341320974,-34.5815350487786]]]}
5162;3115;CERETTI;2002;2100;2001;2099;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.490665378209,-34.5811271302613],[-58.4898252223861,-34.5822049700272]]]}
5185;4073;DIAZ, CNEL. AV.;2602;2700;2601;2699;CORONEL (PARCIAL);AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4051841460479,-34.5815615188407],[-58.4055841552783,-34.5823418091938]]]}
5208;12168;LA PAMPA;5502;5554;5501;5565;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.484746854546,-34.5824723420261],[-58.4841209058026,-34.5821085652494]]]}
5209;12107;DEL LIBERTADOR AV.;1902;2000;1901;1999;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.4002008569797,-34.5824748810462],[-58.401531475918,-34.582045607945]]]}
5224;7072;GORRITI;5902;6000;5901;5999;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.441375930327,-34.5817868083568],[-58.4403288049043,-34.5825701743604]]]}
5226;1103;ARENAL, CONCEPCION;3302;3400;3301;3399;ESTADOS;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4457860098013,-34.582595983241],[-58.4451695854914,-34.5814731034342]]]}
5242;12168;LA PAMPA;5556;5600;5567;5599;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4850954294486,-34.5826748925397],[-58.484746854546,-34.5824723420261]]]}
5252;12107;DEL LIBERTADOR AV.;1802;1900;1801;1899;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.3993616029316,-34.5827150216373],[-58.3995722938293,-34.582677664471],[-58.4002008569797,-34.5824748810462]]]}
5253;12107;DEL LIBERTADOR AV.;0;0;0;0;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.3992749930615,-34.5827303998269],[-58.3993616029316,-34.5827150216373]]]}
5267;3115;CERETTI;1952;2000;1951;1999;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4898252223861,-34.5822049700272],[-58.4893621102683,-34.5827989697684]]]}
5268;7054;GODOY CRUZ;2302;2400;2301;2399;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4288893359426,-34.5828076217581],[-58.427995677406,-34.5817871880603]]]}
5269;20090;BORGES, JORGE LUIS;2402;2500;2401;2499;SERRANO;CALLE;Asignación de Sentido Único de Circulación de N a S según Ley N° 4414 publicada en el Boletín Oficial 4081 del 24/01/2013;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4207514441656,-34.5818628741938],[-58.421934304664,-34.5828169058009]]]}
5314;6025;FIGUEROA ALCORTA, PRES. AV.;2302;2800;2301;2799;CENTENARIO, Av.;AVENIDA;;Ciclovías;Mano izquierda;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.3931221118911,-34.5830141717139],[-58.3957071588086,-34.5818032443864],[-58.395985870288,-34.5816759974482]]]}
5323;12107;DEL LIBERTADOR AV.;1702;1800;1701;1799;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.397311486705,-34.5830791667124],[-58.3992749930615,-34.5827303998269]]]}
5324;7054;GODOY CRUZ;2252;2300;2251;2299;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4291404153345,-34.5830943929739],[-58.4288893359426,-34.5828076217581]]]}
5327;1138;AUSTRIA;2702;2900;2701;2899;GALLO;CALLE;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, sentido único de circulación desde Av. Figueroa Alcorta hasta Av. Del Libertador de NO a SO, los días hábiles de 17 a 22 hs y con sentido inverso en este tramo todos los días y horarios resta;Ciclovías;Mano izquierda;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.397219255344,-34.5830955263857],[-58.395985870288,-34.5816759974482]]]}
5328;12107;DEL LIBERTADOR AV.;0;0;0;0;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los dos carriles adyacentes a la acera Noreste entre Av. Pueyrredón y Austria, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.397219255344,-34.5830955263857],[-58.397311486705,-34.5830791667124]]]}
5345;12168;LA PAMPA;5602;5700;5601;5699;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.485959677628,-34.5831769346438],[-58.4858243507844,-34.5830985064314],[-58.4850954294486,-34.5826748925397]]]}
5384;7072;GORRITI;5802;5900;5801;5899;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4403288049043,-34.5825701743604],[-58.4392816598321,-34.5833535312717]]]}
5393;3115;CERETTI;1902;1950;1901;1949;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4893621102683,-34.5827989697684],[-58.4889930458295,-34.5832724495682],[-58.4888983108598,-34.5833945876284]]]}
5394;7054;GODOY CRUZ;2202;2250;2201;2249;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4294043484847,-34.5833957452303],[-58.4291404153345,-34.5830943929739]]]}
5421;4073;DIAZ, CNEL. AV.;2502;2600;2501;2599;CORONEL (PARCIAL);AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4055841552783,-34.5823418091938],[-58.406019292873,-34.5831905679654],[-58.4061723829633,-34.5834592415031]]]}
5449;6025;FIGUEROA ALCORTA, PRES. AV.;2202;2300;2201;2299;CENTENARIO, Av.;AVENIDA;;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.391668698784,-34.5836817420527],[-58.3927220860687,-34.5832015563095],[-58.3931221118911,-34.5830141717139]]]}
5456;20090;BORGES, JORGE LUIS;2302;2400;2301;2399;SERRANO;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4230656100256,-34.583729287652],[-58.421934304664,-34.5828169058009]]]}
5471;12168;LA PAMPA;5702;5800;5701;5799;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4870331034763,-34.5837986522757],[-58.485959677628,-34.5831769346438]]]}
5474;1103;ARENAL, CONCEPCION;3402;3500;3401;3499;ESTADOS;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4464273827881,-34.5838078103677],[-58.4457860098013,-34.582595983241]]]}
5476;4073;DIAZ, CNEL. AV.;2482;2500;2481;2499;CORONEL (PARCIAL);AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4061723829633,-34.5834592415031],[-58.4063982243536,-34.5838085150901]]]}
5559;7072;GORRITI;5702;5800;5701;5799;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4392816598321,-34.5833535312717],[-58.4383751970365,-34.5840316212148],[-58.4382398607643,-34.5841332180438]]]}
5586;7054;GODOY CRUZ;2102;2200;2101;2199;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4301734338951,-34.584273664609],[-58.4300334209636,-34.5841139727999],[-58.4294043484847,-34.5833957452303]]]}
5615;12168;LA PAMPA;5802;5900;5801;5899;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4881036496145,-34.5844186707893],[-58.4870331034763,-34.5837986522757]]]}
5616;3115;CERETTI;1802;1900;1801;1899;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4888983108598,-34.5833945876284],[-58.4882117508616,-34.5842803327273],[-58.4881036496145,-34.5844186707893]]]}
5663;1057;ALVAREZ, JULIAN;2802;2900;2801;2899;ALVAREZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4107145166706,-34.5838883908388],[-58.4117350186893,-34.5846556835107]]]}
5669;20090;BORGES, JORGE LUIS;2202;2300;2201;2299;SERRANO;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4242317546094,-34.5846696991871],[-58.4230656100256,-34.583729287652]]]}
5689;17132;PUEYRREDON AV.;2602;2700;2601;2699;CENTRO AMERICA;AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3905623990947,-34.5841860433072],[-58.3917185351221,-34.5847567443332]]]}
5695;1103;ARENAL, CONCEPCION;3502;3600;3501;3599;ESTADOS;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4469546248854,-34.5848040470374],[-58.4464273827881,-34.5838078103677]]]}
5697;4073;DIAZ, CNEL. AV.;2402;2480;2401;2479;CORONEL (PARCIAL);AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4063982243536,-34.5838085150901],[-58.4070918071397,-34.5847984508694]]]}
5699;6025;FIGUEROA ALCORTA, PRES. AV.;2052;2100;2051;2099;CENTENARIO, Av.;AVENIDA;;Ciclovías;Mano derecha;Vereda;En construcción;{"type":"MultiLineString","coordinates":[[[-58.3892279538857,-34.5847964692682],[-58.3896284185989,-34.584611772612],[-58.3902927008447,-34.5843089871958]]]}
5721;7072;GORRITI;5602;5700;5601;5699;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4382398607643,-34.5841332180438],[-58.4371885873842,-34.5849223308436]]]}
5783;3115;CERETTI;1702;1800;1701;1799;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4881036496145,-34.5844186707893],[-58.4875023618274,-34.5851881920573]]]}
5792;1057;ALVAREZ, JULIAN;2702;2800;2701;2799;ALVAREZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4117350186893,-34.5846556835107],[-58.4125207074365,-34.585246314777]]]}
5830;7054;GODOY CRUZ;2002;2100;2001;2099;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4311609446937,-34.5853996035013],[-58.4301734338951,-34.584273664609]]]}
5857;4073;DIAZ, CNEL. AV.;2302;2400;2301;2399;CORONEL (PARCIAL);AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4070918071397,-34.5847984508694],[-58.4076257231004,-34.585560484472]]]}
5864;20090;BORGES, JORGE LUIS;2102;2200;2101;2199;SERRANO;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4253824330878,-34.5855976294208],[-58.4242317546094,-34.5846696991871]]]}
5870;7072;GORRITI;5502;5600;5501;5599;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4371885873842,-34.5849223308436],[-58.4363807209809,-34.5855288037296],[-58.436257302319,-34.5856273726114]]]}
5871;6025;FIGUEROA ALCORTA, PRES. AV.;2002;2050;2001;2049;CENTENARIO, Av.;AVENIDA;;Ciclovías;Mano derecha;Vereda;En construcción;{"type":"MultiLineString","coordinates":[[[-58.3873326502885,-34.5857342710162],[-58.3875550320093,-34.5856151904755],[-58.3884409049253,-34.5851593175038],[-58.3892279538857,-34.5847964692682]]]}
5887;1057;ALVAREZ, JULIAN;2602;2700;2601;2699;ALVAREZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4125207074365,-34.585246314777],[-58.4131582205359,-34.5857256791821]]]}
5904;1103;ARENAL, CONCEPCION;3602;3700;3601;3699;ESTADOS;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4474634075406,-34.5857654888182],[-58.4469546248854,-34.5848040470374]]]}
5928;3115;CERETTI;1602;1700;1601;1699;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4875023618274,-34.5851881920573],[-58.4869376655355,-34.585910799693]]]}
5954;20090;BORGES, JORGE LUIS;2002;2100;2001;2099;SERRANO;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4260636365689,-34.5860429947286],[-58.4253824330878,-34.5855976294208]]]}
5961;7072;GORRITI;5452;5500;5451;5499;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.436257302319,-34.5856273726114],[-58.4357013612324,-34.586070930891]]]}
5983;4073;DIAZ, CNEL. AV.;2252;2300;2251;2299;CORONEL (PARCIAL);AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4076257231004,-34.585560484472],[-58.408038247127,-34.5861491444708]]]}
5989;7054;GODOY CRUZ;1902;2000;1901;1999;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4318354157685,-34.5861685395616],[-58.4311609446937,-34.5853996035013]]]}
6017;6055;FRENCH;3102;3200;3101;3199;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4076257231004,-34.585560484472],[-58.406623377463,-34.5863261153863]]]}
6036;1057;ALVAREZ, JULIAN;2502;2600;2501;2599;ALVAREZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4131582205359,-34.5857256791821],[-58.4140607950509,-34.5864042387107]]]}
6038;8036;HUMBOLDT;1502;1600;1501;1599;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4371694806945,-34.5864205567831],[-58.436257302319,-34.5856273726114]]]}
6041;7072;GORRITI;5402;5450;5401;5449;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4357013612324,-34.586070930891],[-58.4354703632603,-34.5862553236749],[-58.435268323186,-34.586420214695]]]}
6067;4073;DIAZ, CNEL. AV.;2202;2250;2201;2249;CORONEL (PARCIAL);AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.408038247127,-34.5861491444708],[-58.4081360830691,-34.5862888417864],[-58.4083166981262,-34.5865459046194]]]}
6080;19088;ROSETI;2;200;1;199;LOYOLA - AFRICA (parcial);CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4474634075406,-34.5857654888182],[-58.44540199772,-34.5866245447134]]]}
6082;3115;CERETTI;1502;1600;1501;1599;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4869376655355,-34.585910799693],[-58.4863755131695,-34.5866300941457]]]}
6088;20090;BORGES, JORGE LUIS;1902;2000;1901;1999;SERRANO;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4270766035552,-34.5867011381588],[-58.4260636365689,-34.5860429947286]]]}
6108;1103;ARENAL, CONCEPCION;3702;3800;3701;3799;ESTADOS;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4477939623881,-34.5867866274188],[-58.4474634075406,-34.5857654888182]]]}
6129;1147;AZCUENAGA;2002;2100;2001;2099;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3933167107167,-34.5855407232568],[-58.3944072491295,-34.5868173053509]]]}
6132;7054;GODOY CRUZ;1802;1900;1801;1899;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4329020732408,-34.5868381979705],[-58.4318354157685,-34.5861685395616]]]}
6148;7072;GORRITI;5390;5400;5389;5399;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.435268323186,-34.586420214695],[-58.4346587909839,-34.5869178428028]]]}
6150;12145;LOYOLA;1680;1700;1679;1699;;CALLE;corrección altura 9-1-03;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.44540199772,-34.5866245447134],[-58.4450575696172,-34.5869215496936]]]}
6189;1057;ALVAREZ, JULIAN;2442;2500;2441;2499;ALVAREZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4140607950509,-34.5864042387107],[-58.4151635127755,-34.5870580798841]]]}
6220;6055;FRENCH;3002;3100;3001;3099;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.406623377463,-34.5863261153863],[-58.4055937495577,-34.5871125711101],[-58.4054978200456,-34.5871780217808]]]}
6244;1057;ALVAREZ, JULIAN;2402;2440;2401;2439;ALVAREZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4151635127755,-34.5870580798841],[-58.4156616740229,-34.5873530030993]]]}
6256;20090;BORGES, JORGE LUIS;1802;1900;1801;1899;SERRANO;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4281571816935,-34.587403237706],[-58.4270766035552,-34.5867011381588]]]}
6259;8036;HUMBOLDT;1402;1500;1401;1499;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4383255841881,-34.5874259042432],[-58.4371694806945,-34.5864205567831]]]}
6262;3174;CORRIENTES AV.;0;0;6801;6899;TRIUNVIRATO (parcial);AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4538959159196,-34.5874405564426],[-58.4551181939926,-34.5869816762735]]]}
6279;7054;GODOY CRUZ;1702;1800;1701;1799;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4339461859347,-34.5874953059611],[-58.4329020732408,-34.5868381979705]]]}
6280;7072;GORRITI;5302;5388;5301;5387;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4346587909839,-34.5869178428028],[-58.4344784682512,-34.5870649902883],[-58.4339461859347,-34.5874953059611]]]}
6282;12145;LOYOLA;1602;1678;1601;1677;;CALLE;corrección altura 9-1-03;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4450575696172,-34.5869215496936],[-58.4442821894927,-34.5875089236806]]]}
6296;4073;DIAZ, CNEL. AV.;2102;2200;2101;2199;CORONEL (PARCIAL);AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4083166981262,-34.5865459046194],[-58.4090287048918,-34.5875592888259]]]}
6328;20090;BORGES, JORGE LUIS;1752;1800;1751;1799;SERRANO;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4286341810645,-34.5877131025832],[-58.4281571816935,-34.587403237706]]]}
6340;1147;AZCUENAGA;1902;2000;1901;1999;;CALLE;corrección numeración 20-1;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3944072491295,-34.5868173053509],[-58.3950591720333,-34.587580445552],[-58.3951855035613,-34.5877343949184]]]}
6343;6055;FRENCH;2932;3000;2931;2999;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4054978200456,-34.5871780217808],[-58.4053756502421,-34.5872614185223],[-58.4045567193517,-34.5877399236132]]]}
6354;1103;ARENAL, CONCEPCION;3802;3900;3801;3899;ESTADOS;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4481120061674,-34.5878148764223],[-58.4477939623881,-34.5867866274188]]]}
6375;1147;AZCUENAGA;0;0;0;0;;CALLE;corrección numeración 20-1;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.3952842721868,-34.5878547360319],[-58.3951855035613,-34.5877343949184]]]}
6377;13123;MORAN, PEDRO;2102;2200;2101;2199;BOGOTA-MORAN;CALLE;;Bicisendas;;;;{"type":"MultiLineString","coordinates":[[[-58.4868027259303,-34.586897134013],[-58.486941298646,-34.5869855608499],[-58.4882414374963,-34.5877953988136],[-58.4883689400134,-34.5878742484814]]]}
