5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4506,-34.68
14) INTOXICACIONES Y CONTAMINACIONES,-58.5038,-34.6088
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4592,-34.5289
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4506,-34.68
14) INTOXICACIONES Y CONTAMINACIONES,-58.3802,-34.6061
14) INTOXICACIONES Y CONTAMINACIONES,-58.3824,-34.5954
14) INTOXICACIONES Y CONTAMINACIONES,-58.4933,-34.6277
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4601,-34.5306
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4506,-34.68
3) INCENDIOS,-58.3742,-34.581
13) INTERRUPCION DE SERVICIOS BASICOS,-58.5284,-34.6325
3) INCENDIOS,-58.4086,-34.6164
14) INTOXICACIONES Y CONTAMINACIONES,-58.4629,-34.5505
14) INTOXICACIONES Y CONTAMINACIONES,-58.4493,-34.628
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4506,-34.68
5) INCIDENTES EN CONCENTRACIONES HUMANAS,-58.4587,-34.5286
7) FUGAS DE GAS,-58.4119,-34.6287
